Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
d,hamburg.de,,Bebauungsplan Iserbrook 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Iserbrook 2 für den Geltungs­bereich Hasenhöhe - Bahnanlagen - Nordgrenze des Flurstücks 1270 der Gemarkung Dockenhuden - Bredkamp -Nordgrenzen   der  Flurstücke  1358,  1359  und  1395  der  Ge-  
markung Dockenhuden - Darbovenstieg - Schenefelder Landstraße - Nordgrenzen der Flurstücke 1655 und 1656 sowie Nord-und Ostgrenze des Flurstücks 1659 der Gemarkung Dockenhuden - Isfeldstraße - Schenefelder Landstraße - Bahnanlagen  (Bezirk Altona, Ortsteil 224) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wilhelmsburg 10 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wilhelmsburg 10 für das Plangebiet Neuenfelder Straße - Zur Guten Hoffnung - Brackstraße - Bahnanlagen - Südgrenze des Flurstücks 2749 der Gemarkung Wilhelmsburg (Bezirk Harburg, Ortsteil 713) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 59 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 59 für den Geltungsbereich Öjendorfer Weg-Nordgrenze des Flurstücks 744 der Gemarkung Schiffbek-Jenfelder Bach-Glinder Straße (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Planwerke der verbindlichen Bauleitplanung im Bezirk Hamburg Harburg,http://www.hamburg.de/bebauungsplaene-online.de,"GML,WMS",Planwerke der verbindlichen Bauleitplanung im Bezirk Harburg,,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,,,,,,,,,,,,,,,,,,x
d,hamburg.de,,Bebauungsplan Billstedt 29 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 29 für das Plangebiet Legienstraße-Nordgrenzen der Flurstücke 1473 bis 1464 der Gemarkung Schiffbek-Hauskoppel-Kreuzkirchenstieg-Ostgrenze des Flurstücks 1511 der Gemarkung Schiffbek-Billstedter Hauptstraße (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Neustadt 32 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Neustadt 32 für den Geltungsbereich zwischen Bäckerbreitergang, Valentinskamp, Caffamacherreihe, Fuhlentwiete und Kaiser-Wilhelm-Straße (Bezirk Hamburg-Mitte, Ortsteil 107) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Finkenwerder 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Finkenwerder 30 für den Geltungsbereich der Rüschhalbinsel zwischen dem Rüschkanal und dem Steendiekkanal (Bezirk Hamburg-Mitte, Ortsteil 139) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Hafengebietsgrenze (Ostufer des Rüschkanals - Südufer der Elbe - West- und Südufer des Steendiekkanals) - über das Flurstück 4951 (alt: 4738), Nordostgrenzen der Flurstücke 4951 (alt: 4738) und 4847 (Hein-Saß-Weg), Nordgrenze des Flurstücks 3172, Nord- und Ostgrenze des Flurstücks 4780, über das Flurstück 4780, Südgrenze des Flurstücks 3172, über die Flurstücke 2271, 4827 (Kneienblick) und 4957 (alt: 4792 - Neßpriel) der Gemarkung Finkenwerder-Nord.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rissen 41 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rissen 41 für den Geltungsbereich Wateweg - Farnstieg - Wittenbergener Weg - Ginsterstieg (Bezirk Altona, Ortsteil 226) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 43 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 43 für den Geltungsbereich Ammernweg - über das Flurstück 2085, Westgrenze des Flurstücks 2085, über das Flurstück 1282, Westgrenze des Flurstücks 1290, Nordgrenzen der Flurstücke 1290, 1291, 1293 und 1294, Ostgrenze des Flurstücks 1294 der Gemarkung Lurup (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 15-Bahrenfeld 8 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 15/Bahrenfeld 8 für das Plangebiet Luruper Hauptstraße - Nordgrenzen der Flurstücke 857 der Gemarkung Lurup und 1753 der Gemarkung Bahrenfeld - über dieses Flurstück zur Stadionstraße (Bezirk Altona, Ortsteile 219 und 216) wird  festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 87 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 87 für den Geltungsbereich zwischen Möllner Landstraße/Steinfurther Allee und Rantumer Weg (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt. Das Gebiet wird wie folgt begrenzt:
Steinfurther Allee - Möllner Landstraße - West- und Nordgrenze des Flurstücks 646, Nordgrenzen der Flurstücke 645, 918, 644 bis 639, Nord- und Ostgrenze des Flurstücks 638 der Gemarkung Öjendorf - Möllner Landstraße - Kaltenbergen - über das Flurstück 1461, Ostgrenze des Flurstücks 143, über das Flurstück 1464 der Gemarkung Kirchsteinbek - Kaltenbergen - Rantumer Weg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rissen 8 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rissen 8 für den Geltungsbereich Brünschentwiete - Wülpensand - Flerrentwiete - Book­weetenkamp (Bezirk Altona, Ortsteil 226) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Alsterdorf 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Alsterdorf 2 für das Plangebiet Alsterkrugchaussee - Alsterdorfer Damm - Rathenaustraße - Wilhelm-Metzger-Straße (Bezirk Hamburg-Nord, Ortsteil 407) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 55 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 55 für den Geltungsbereich Sachsenweg - Nordgrenzen der Flurstücke 4412, 4393 bis 4396, 4384 bis 4388, über die Flurstücke 6163 und 453, Nordgrenzen der Flurstücke 4499 bis 4509 und 4511 der Gemarkung Niendorf - Ohmoor - über das Flurstück 546 der Gemarkung Niendorf - Ohmoor - Südgrenzen der Flurstücke 481 und 482 der Gemarkung Niendorf (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Altona-Altstadt 40 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Altona-Altstadt 40 für den in der Anlage durch eine durchgehende rote Linie umgrenzten Geltungsbereich des Zentrums Altona beiderseits der Großen Bergstraße (Bezirk Altona, Ortsteile 203, 204 und 205) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Max-Brauer-Allee - Lamp'lweg - Große Bergstraße - Goethestraße - Kleine Bergstraße - Thedestraße - Nordgrenzen der Flurstücke 1073 und 1074, über die Flurstücke 1072 und 1077, Nordgrenze des Flurstücks 1026, West- und Nordgrenze des Flurstücks 1027 der Gemarkung Altona-Nordwest - Unzerstraße - Louise-Schröder-Straße - Große Bergstraße - Blücherstraße - Südgrenze des Flurstücks 265 der Gemarkung Altona-Südwest - Virchowstraße - Grotjahnstraße - Escheisweg - Jessenstraße - Lawaetzweg - Altonaer Poststraße - Südgrenze des Flurstücks 1447, Ost-, Süd- und Westgrenze des Flurstücks 65, Südgrenzen der Flurstücke 1447 und 1446 der Gemarkung Altona-Südwest - Bugdahnstraße - Ostgrenzen der Flurstücke 1426 und 25 der Gemarkung Altona-Südwest - Bugdahnstraße - Ostgrenzen der Flurstücke 1426 und 25 der Gemarkung Altona-Südwest - Ehrenbergstraße.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rissen 9 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rissen 9 für das Plangebiet Wittenbergener Weg -  Sülldorfer Brooksweg - Rissener Landstraße - In de Bargen - Tinsdaler Kirchenweg (Bezirk: Altona, Ortsteil 226) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Sponsoringbericht der BSU - 1. Hj. 2013 (Hamburg),http://www.hamburg.de/sponsoring,DATA,"Bericht der Behörde für Stadtentwicklung und Umwelt über Zuwendungen in Form von Sponsoring, Spenden und mäzenatischen Schenkungen. Er beinhaltet die von der Behörde für Stadtentwicklung und Umwelt und den direkten hamburgischen Mehrheitsbeteiligungen (öffentlichen Unternehmen) aus ihrem Zuständigkeitsbereich angenommenen privaten Zuwendungen in Form von Sponsoring, Spenden und mäzenatischen Schenkungen ab 50.000 Euro im Einzelwert und die von den hamburgischen Mehrheitsbeteiligungen aus ihrem Zuständigkeitsbereich geleisteten Spenden und spendenähnlichen Zuwendungen über 2.500 Euro im Einzelwert.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Rechtsangelegenheiten und Beteiligungsverwaltung",,,,x,,,,,,,,,,,,,,,,,x,
d,hamburg.de,,Bebauungsplan Niendorf 68 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 68 für den Geltungsbereich Sachsenweg zwischen Vielohweg und Pommernweg
einschließlich angrenzender Flurstücksteile der Gemarkung Niendorf (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Blankenese 36 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Blankenese 36 im Geltungsbereich zwischen Strandweg und  Falkentaler Weg (Bezirk  Altona, Ortsteil 222) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Falkentaler Weg-Nordgrenze des Flurstücks 1232-über das Flurstück 1233-Ost- und Nordostgrenze des Flurstücks 1233- Ostgrenzen der Flurstücke 1233 und 1641-Nord- und Ostgrenze des Flurstücks 1211-Nord- und Ostgrenze des Flurstücks 1208-über die Flurstücke 2245 (Strandweg) und 2275-Südgrenze des Flurstücks 2275-Westgrenzen der Flurstücke 2275 und 1984 der Gemarkung Blankenese-Strandweg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Fahrrad-Freizeitrouten,,"GML,WMS","Der Datensatz beinhaltet 14 Fahrrad-Freizeitrouten in und um Hamburg.
Die Daten werden als WMS-Darstellungsdienst und als WFS-Downloaddienst bereitgestellt.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Landes- und Landschaftsplanung",,,,,,,,,,,,,,x,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Georg 16 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Georg 16 für den Geltungsbereich Böckmannstraße-Steindamm-Lindenstraße-Südgrenzen der Flurstücke 546 und 548 der Gemarkung St. Georg-Nord (Bezirk Hamburg-Mitte, Ortsteil 114) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 78 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 78 für den Geltungsbereich südlich der Straße Krohnstieg zwischen Garstedter Weg und Rahweg (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Garstedter Weg - Moorrand - Nordgrenzen der Flurstücke 6298 und 6296 der Gemarkung Niendorf - Garstedter Weg - Krohnstieg - Ostgrenze des Flurstücks 792 der Gemarkung Niendorf - Rahweg - Grotkoppelweg.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Reisebusparkplätze Hamburg,,"GML,WMS,DATA","Die Reisebusparkplätze im Hamburger Stadtgebiet werden angezeigt.
In der Regel sind die Plätze in der Örtlichkeit markiert und auch beschildert.

Die Verkehrsdirektion erhebt diese Daten und hat sie in Form von Arbeitslisten vorliegen.

Die Abfragen zur Aktualisierung erfolgen in unregelmäßigen Abständen.

Die Polizei/Straßenverkehrsbehörde ist beteiligt bzw. betroffen, wenn Anordnungen von Verkehrszeichen erforderlich sind.

Die Anordnungen der Polizei/Straßenverkehrsbehörden werden zur Umsetzung an die zuständigen Bezirksämter abverfügt.",,dl-de-by-1.0,,"Behörde für Inneres und Sport, Polizei Hamburg",,,,,,,,,,,,,,x,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 29 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 29 für den Geltungsbereich Grote Raak-Nordgrenzen der Flurstücke 6968 und 4238, über die Flurstücke 4238 und 795, Südgrenze des Flurstücks 795 der Gemarkung Langenhorn-Raaksheide (Bezirk Hamburg-Nord, Ortsteil 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Nord 9 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Nord 9 für den Geltungsbereich zwischen Wiesendamm - Stichkanalbrücke - Barmbeker Stichkanal - Osterbekkanal - Schleidenbrücke - Saarlandstraße (Bezirk Hamburg-Nord, Ortsteil 427) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Liste der Wahlkreise zur Bezirksversammlungswahl 2014 in Hamburg,,DATA,Zur Bezirksversammlungswahl wurden 54 Wahlkreise eingerichtet. Diese sind pro Hamburger Bezirk beginnend mit 1 aufsteigend nummeriert. In der Exceltabelle sind die Wahlkreise mit Nummern und Namen aufgelistet.,,dl-de-by-1.0,,,,,,,,,,,,,,,,,,x,,,,,,
d,hamburg.de,,Bebauungsplan Stellingen 18 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Stellingen 18 für den Geltungsbereich Stellinger Steindamm - Gazellenkamp - Gemseneck - Nord-, Ost- und Südgrenze des Flurstücks 589, Ostgrenzen der Flurstücke 600 und 587 der Gemarkung Stellingen - Sportplatzring - Basselweg - Jugendstraße - Westgrenze des Flurstücks 1121, Süd- und Westgrenze des Flurstücks 1128 der Gemarkung Stellingen - Sportplatzring - Süd- und Westgrenze des Flurstücks 600, Südgrenze des Flurstücks 603 der Gemarkung Stellingen (Bezirk Eimsbüttel, Ortsteil 321) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan HafenCity 3 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan HafenCity 3 für das Gebiet östlich des Sandtorhafens (Bezirk Hamburg-Mitte, Ortsteil 103) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Nord- und Ostgrenze des Flurstücks 2072, Ostgrenze des Flurstücks 2070 (Am Sandtorpark), über die Flurstücke 2070 und 2071 (Am Dalmannkai), Südgrenzen der Flurstücke 1915, 1914 und 1913, über das Flurstück 2071, Westgrenzen der Flurstücke 2071, 1913, 2012 und 2011, Nordgrenzen der Flurstücke 2011 und 2112, Westgrenze des Flurstücks 1911, über das Flurstück 2072 der Gemarkung Altstadt-Süd.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 30 für den Geltungsbereich Fritz-Schumacher-Allee-Herzmoor-Ost- und Südgrenze des Flurstücks 7845, Südgrenze des Flurstücks 8014 der Gemarkung Langenhorn (Bezirk Hamburg- Nord, Ortsteil 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wohldorf-Ohlstedt 13 Blatt 2 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wohldorf-Ohlstedt 13 für den Geltungsbereich (Aufstellungsbeschluss W 3/05) zwischen den Straßen Brandheide und Krempenhege sowie östlich der Ohlstedter Straße und der Straße Ohlstedter Platz bis zur Straße Mühlenbrook (Bezirk Wandsbek, Ortsteil 523) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Ohlstedter Straße - Hoisbütteler Straße - Ohlstedter Platz - Korte Blöck - Nord- und Ostgrenze des Flurstücks 1486, Nord- und Westgrenze des Flurstücks 1466 der Gemarkung Ohlstedt - Krempenhege - Ostgrenze des Flurstücks 1466, über das Flurstück 143, Nordgrenze des Flurstücks 1360, Nord- und Ostgrenzen der Flurstücke 1359 und 1412, über das Flurstück 146, Nordgrenze des Flurstücks 1910, über die Flurstücke 1916 und 149 (Mühlenbrook) der Gemarkung Ohlstedt - Landesgrenze - über das Flurstück 149, Südgrenzen der Flurstücke 150, 151, 1060 und 155 (Auf der Strenge) der Gemarkung Ohlstedt - Auf der Strenge - Brandheide.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 17 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 17 für den Geltungsbereich Glückstädter Weg - Bomheide - Böttcherkamp - Am Kratt (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Othmarschen 23 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Othmarschen 23 für den Geltungsbereich beiderseits Elbchaussee / östlich Liebermannstraße (Bezirk Altona, Ortsteil 218) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Liebermannstraße -über das Flurstück 1053 - Ost- und Südgrenze des Flurstücks 1053, Ostgrenze des Flurstücks 1052 der Gemarkung Othmarschen - Elbchaussee - Ost-, Süd­ und Westgrenze des Flurstücks 1352 der Gemarkung Othmarschen - Elbchaussee.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Klostertor 10 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Klostertor 10 für den Geltungsbereich beiderseits des Sonninkanals zwischen Amsinckstraße und Sonninstraße (Bezirk Hamburg-Mitte, Ortsteil 115) wird festgestellt.
Das Plangebiet wird wie folgt begrenzt:
Amsinckstraße - Nordkanalbrücke - Nordkanalstraße - Sonninstraße - Südgrenzen der Flurstücke 1013,824 und 1012 (Am Mittelkanal) der Gemarkung St. Georg-Süd.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Harvestehude 11 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Harvestehude 11 für den Geltungsbereich Rothenbaumchaussee-Hansastraße-Mittelweg-Hallerstraße (Bezirk Eimsbüttel, Ortsteil 313) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Badegewässer (Daten) Hamburg,http://www.hamburg.de/badegewaesser,"GML,WMS,DATA,CSV,TXT","Fachliche Beschreibung:
Darstellung der Badegewässer und ihrer Überwachungsmessstellen im Internet. 

Organisatorische Rahmenbedingungen:
Die EG-Badegewässerrichtlinie (2006/7/EG vom 15. Februar 2006) gibt die Anforderungen an die Überwachung und Einstufung der Qualität von Badegewässern, die Bewirtschaftung hinsichtlich der Qualität der Badegewässer sowie die Information der Öffentlichkeit über die Badegewässerqualität vor. 
Zur rechtlichen Umsetzung dieser EG-Richtlinie hat die Stadt Hamburg am 26. Februar 2008 die ""Verordnung über die Qualität und die Bewirtschaftung der Badegewässer"" erlassen. In dieser Verordnung sind insbesondere die Qualitätskriterien und Grenzwerte festgelegt, die während der Badesaison regelmäßig überwacht werden. 
Die Untersuchungsergebnisse der Badegewässer sind gegenüber der EU-Kommission berichtspflichtig und werden jährlich von dort abgefordert. Die Ergebnisse aller in der EU ausgewiesenen Badegewässer werden auf den Internetseiten der Europäischen Umweltagentur (EEA) veröffentlicht. 
Die Überwachungsergebnisse der in Hamburg ausgewiesenen Badegewässer werden während der Badesaison kontinuierlich im Internet veröffentlicht. (s. Verweise)

Die Daten werden auch hier als WMS-Darstellungsdienst und WFS-Downloaddienst bereitgestellt.",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Umweltschutz",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Bebauungsplan Barmbek-Sued 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Barmbek-Süd 30 für den Geltungsbereich zwischen Weidestraße, ehemaliger Flotowstraße, Osterbekstraße und der Kerngebietsnutzung Alstercity an der Weidestraße (Bezirk Hamburg-Nord, Ortsteil 419) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Osterbekkanal - über die Flurstücke 1406, 5870 und 5859 der Gemarkung Barmbek - Weidestraße - über das Flurstück 5734, Westgrenze des Flurstücks 5734, Südgrenze des Flurstücks 6135, über das Flurstück 5935, Westgrenze der Flurstücke 6135 und 6136, über das Flurstück 1406 (Osterbekstraße) der Gemarkung Barmbek.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Zuständigkeitsdaten der Hamburger Verwaltung,,XML,"Der Datensatz beinhaltet Dienstleistungen und dazugehörige Zuständigkeiten der Verwaltung der Freien und Hansestadt Hamburg. Die Daten sind die Grundlage der Auskünfte im Behördenfinder der Stadt, sowie beim Telefonischen HamburgService (CallCenter der Stadt) und für die Behördenrufnummer 115.

Hinweis: Die Datei ist 36MB groß - evtl. müssen Sie Ihren Browser so konfigurieren, dass die XML Datei heruntergeladen und gespeichert und nicht direkt angezeigt wird.",,dl-de-by-1.0,,"Finanzbehörde, Organisation und Zentrale Dienste, E-Government und IT-Steuerung (FB 17)",,,,x,,,,,,,,,,,,,,,,,x,
d,hamburg.de,,Planwerke der verbindlichen Bauleitplanung im Bezirk Hamburg Bergedorf,http://www.hamburg.de/bebauungsplaene-online.de,"GML,WMS",Planwerke der verbindlichen Bauleitplanung im Bezirk Bergedorf,,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,,,,,,,,,,,,,,,,,,x
d,hamburg.de,,Bebauungsplan Sasel 14-Bramfeld 49 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Sasel 14/Bramfeld 49 für den Geltungsbereich Wiesenweg-Kätnerweg-Südgrenze des Flurstücks 4552, Südostgrenze des Flurstücks 2665 der Gemarkung Sasel-Gemarkungsgrenze-über das Flurstück 110, Südostgrenzen der Flurstücke 109, 5094 und 108, Südwestgrenze des Flurstücks 108, Nordgrenzen der Flurstücke 108, 5094 und 109 der Gemarkung Bramfeld-Nordwestgrenzen der Flurstücke 2668 und 2669 der Gemarkung Sasel (Bezirk Wandsbek, Ortsteile 518 und 515) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wandsbek 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wandsbek 7 für den Geltungsbereich Wandsbeker Allee-Hogrevestraße-Wendemuthstraße-Wandse- Ostgrenze des Flurstücks 476 der Gemarkung Wandsbek-Wandsbeker Zollstraße-Rüterstraße-Schädlerstraße- Wendemuthstraße-Wandse (Bezirk Wandsbek, Ortsteil 507) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
